"iso3c","year","gini_disp","gini_mkt","gini_disp_se","gini_mkt_se"
"ZAF",2014,59.7,68.6,1.5,1.6
"ZAF",2015,59.9,68.7,1.5,1.8
"ZMB",1986,53.6,56.8,3,3.3
"ZMB",1987,53.7,56.8,2.8,3.2
"ZMB",1988,53.8,57,2.7,3.1
"ZMB",1989,53.9,57.1,2.8,2.9
"ZMB",1990,53.9,57.2,2.7,2.8
"ZMB",1991,54,57.3,2.5,2.8
"ZMB",1992,53.9,57.2,2.5,2.7
"ZMB",1993,53.9,57.2,2.4,2.6
"ZMB",1994,53.8,57.1,2.4,2.5
"ZMB",1995,53.8,57,2.3,2.5
"ZMB",1996,53.8,56.9,2.3,2.4
"ZMB",1997,53.8,57,2.3,2.4
"ZMB",1998,53.8,57,2.2,2.3
"ZMB",1999,53.9,57.1,2.3,2.3
"ZMB",2000,54,57.2,2.3,2.3
"ZMB",2001,54.1,57.3,2.2,2.3
"ZMB",2002,54.2,57.4,2.2,2.3
"ZMB",2003,54.4,57.7,2.2,2.3
"ZMB",2004,54.7,58.1,2.1,2.3
"ZMB",2005,54.9,58.3,2.1,2.2
"ZMB",2006,55.1,58.6,2.1,2.3
"ZMB",2007,55.2,58.7,2.2,2.4
"ZMB",2008,55.4,58.9,2.2,2.5
"ZMB",2009,55.5,59.1,2.3,2.5
"ZMB",2010,55.6,59.2,2.4,2.6
"ZMB",2011,55.6,59.3,2.4,2.7
"ZMB",2012,55.7,59.3,2.5,2.8
"ZMB",2013,55.7,59.4,2.7,2.8
"ZMB",2014,55.8,59.5,2.8,3
"ZMB",2015,55.8,59.5,2.8,3.1
"ZWE",1995,48,51.1,3.2,3.3
"ZWE",1996,48,51.1,3.2,3.3
"ZWE",1997,47.9,51.1,3.2,3.3
"ZWE",1998,47.9,51,3.2,3.3
"ZWE",1999,47.8,51,3.1,3.3
"ZWE",2000,47.7,50.9,3.1,3.2
"ZWE",2001,47.7,50.8,3.1,3.3
"ZWE",2002,47.6,50.7,3.1,3.2
"ZWE",2003,47.5,50.6,3.1,3.3
"ZWE",2004,47.4,50.4,3.1,3.3
"ZWE",2005,47.3,50.3,3.1,3.2
"ZWE",2006,47.2,50.2,3.1,3.3
"ZWE",2007,47.2,50.1,3.1,3.3
"ZWE",2008,47.1,50,3.2,3.2
"ZWE",2009,47,49.8,3.1,3.2
"ZWE",2010,46.9,49.7,3.1,3.2
"ZWE",2011,46.9,49.6,3.1,3.2
"ZWE",2012,46.9,49.6,3.2,3.3
"ZWE",2013,46.9,49.6,3.3,3.4
"ZWE",2014,46.9,49.6,3.3,3.5
"ZWE",2015,46.8,49.6,3.2,3.5
"ZWE",2016,46.8,49.6,3.3,3.6
"ZWE",2017,46.8,49.6,3.4,3.6
NA,1986,27.25,40.75,2.95,6.75
NA,1987,27.35,40.85,3,6.8
NA,1988,27.4,40.9,2.95,6.8
NA,1989,27.45,40.9,3.05,6.95
NA,1990,34.3,47.8,3.4,7.9
NA,1998,42.8,45.5,3.8,4
NA,1999,42.8,45.5,3.8,4.1
NA,2000,42.8,45.5,3.8,4.1
NA,2001,42.8,45.5,3.9,3.9
NA,2002,42.8,45.4,3.8,4
NA,2003,35.95,43.95,3.2,4.4
NA,2004,35.9,43.95,3.15,4.45
NA,2005,35.9,44,3.1,4.4
NA,2006,35.85,44,3.15,4.4
NA,2007,35.8,44,3.1,4.4
NA,2008,35.75,44.05,3.15,4.4
NA,2009,35.7,44,3.15,4.35
NA,2010,35.6,44,3.1,4.4
NA,2011,35.55,44,3.15,4.45
NA,2012,35.5,44,3.15,4.45
NA,2013,35.45,43.95,3.25,4.5
NA,2014,28.2,42.8,2.4,4.8
NA,2015,28.2,42.7,2.5,5
NA,2016,28.2,42.7,2.6,5
NA,2017,28.2,42.7,2.7,5.1
